oficinasolicita,oficinaacepta,usuariosolicita,usuarioacepta,comprobantetransferencia,estadotransferencia,codproducto,cantidad_enteros,cantidad_fraccion,sumaventacajas,sumavalorventa,tipo_venta_transferencia,aniomes
1842,369,JAQUINTERO,,1842-500-0005439,ACEPTADA,12335,1.0,1.0,1.0,3.7429,VENTA TOTAL,202404
1842,369,GCLOPEZ,BRESPINOZA,1842-501-0005465,ACEPTADA,0000141372,2.0,2.0,2.0,18.92,VENTA TOTAL,202404
1842,369,JAQUINTERO,ACVASQUEZ,1842-500-0005356,ACEPTADA,0000105574,3.0,3.0,,,SIN VENTA,202404
1842,369,GCLOPEZ,ACVASQUEZ,1842-501-0005455,ACEPTADA,0000141968,1.0,1.0,1.0,16.25,VENTA TOTAL,202404
1842,369,GCLOPEZ,BRESPINOZA,1842-501-0005479,ACEPTADA,14595,0.3333333333333333,10.0,0.3333333333333333,5.19,VENTA TOTAL,202404
1889,369,JGVALAREZO,ACVASQUEZ,1889-501-0002310,ACEPTADA,06224,0.16666666666666666,5.0,0.16666666666666666,6.049,VENTA TOTAL,202404
1889,369,YPJARA,BRESPINOZA,1889-500-0002337,ACEPTADA,0000142288,1.0,5.0,,,SIN VENTA,202404
1889,369,YPJARA,MGVASQUEZ,1889-500-0002286,ACEPTADA,0000132845,1.0,30.0,,,SIN VENTA,202404
1889,369,YPJARA,PJCARRION,1889-500-0002333,ACEPTADA,0000138336,1.0,1.0,1.0,12.09,VENTA TOTAL,202404
1867,369,CMCAMPOVER,,1867-501-0006249,ACEPTADA,0000142061,1.0,28.0,1.0,57.477,VENTA TOTAL,202404
1867,369,CMCAMPOVER,PJCARRION,1867-501-0006322,ANULADA,0000127040,2.0,2.0,,,ANULADA,202404
1867,369,CMCAMPOVER,,1867-501-0006323,ACEPTADA,0000127040,2.0,2.0,2.0,51.264,VENTA TOTAL,202404
1867,369,KIBAUTISTA,,1867-502-0006240,ACEPTADA,0000136661,1.0,1.0,1.0,15.4286,VENTA TOTAL,202404
1867,369,KIBAUTISTA,PJCARRION,1867-502-0006344,ACEPTADA,0000139229,1.0,14.0,2.0,29.6548,VENTA TOTAL,202404
1867,369,CMCAMPOVER,,1867-501-0006256,ACEPTADA,0000104545,1.0,10.0,1.0,6.192,VENTA TOTAL,202404
1867,369,CMCAMPOVER,PJCARRION,1867-501-0006262,ACEPTADA,14630,2.0,60.0,2.0,83.0976,VENTA TOTAL,202404
1867,369,KIBAUTISTA,,1867-502-0006306,ACEPTADA,0000139491,0.6666666666666666,30.0,,,SIN VENTA,202404
1867,369,CMCAMPOVER,MLCHAMBA,1867-501-0006260,ACEPTADA,0000132390,1.0,10.0,1.0,23.713,VENTA TOTAL,202404
1867,369,CMCAMPOVER,,1867-501-0006329,ACEPTADA,0000133646,1.0,1.0,1.0,15.75,VENTA TOTAL,202404
1867,369,KIBAUTISTA,PJCARRION,1867-502-0006302,ACEPTADA,0000100304,1.0,28.0,1.0,19.3256,VENTA TOTAL,202404
1867,369,CMCAMPOVER,,1867-501-0006245,ACEPTADA,0000135914,2.0,2.0,2.0,60.4044,VENTA TOTAL,202404
1867,369,CMCAMPOVER,,1867-501-0006370,ACEPTADA,0000122043,1.0,1.0,1.0,7.76,VENTA TOTAL,202404
1867,369,CMCAMPOVER,PJCARRION,1867-501-0006262,ACEPTADA,0000133251,1.0,30.0,0.7,13.923,VENTA PARCIAL,202404
1867,369,KIBAUTISTA,,1867-502-0006299,ACEPTADA,0000137822,0.4,4.0,0.4,4.7608,VENTA TOTAL,202404
1867,369,CMCAMPOVER,,1867-501-0006326,ACEPTADA,0000140921,1.0,30.0,1.0,52.53,VENTA TOTAL,202404
1867,369,CMCAMPOVER,,1867-501-0006243,ACEPTADA,09271,2.0,2.0,2.0,35.424,VENTA TOTAL,202404
1867,369,KIBAUTISTA,,1867-502-0006306,ACEPTADA,0000135095,0.5,1.0,,,SIN VENTA,202404
1867,369,CMCAMPOVER,BRESPINOZA,1867-501-0006328,ACEPTADA,0000129492,0.16666666666666666,5.0,0.16666666666666666,10.975,VENTA TOTAL,202404
1867,369,CMCAMPOVER,PJCARRION,1867-501-0006263,ACEPTADA,0000121211,0.15,3.0,1.0,26.52,VENTA TOTAL,202404
1867,369,CMCAMPOVER,MGVASQUEZ,1867-501-0006347,ACEPTADA,0000129909,2.0,10.0,1.0,11.2895,VENTA PARCIAL,202404
1867,369,CMCAMPOVER,PJCARRION,1867-501-0006283,ACEPTADA,0000133144,3.0,3.0,10.0,113.5536,VENTA TOTAL,202404
1867,369,KIBAUTISTA,BRESPINOZA,1867-502-0006293,ACEPTADA,0000143262,3.0,3.0,0.0,0.0,SIN VENTA,202404
1867,369,CMCAMPOVER,,1867-501-0006243,ACEPTADA,09272,2.0,2.0,2.0,36.848,VENTA TOTAL,202404
1867,369,KIBAUTISTA,,1867-502-0006300,ACEPTADA,0000128252,1.0,1.0,1.0,1.9665,VENTA TOTAL,202404
1867,369,KIBAUTISTA,PJCARRION,1867-502-0006315,ACEPTADA,12965,1.0,30.0,1.0,17.28,VENTA TOTAL,202404
1867,369,KIBAUTISTA,PJCARRION,1867-502-0006305,ACEPTADA,07214,1.0,30.0,2.0,14.334,VENTA TOTAL,202404
1867,369,CMCAMPOVER,BRESPINOZA,1867-501-0006307,ACEPTADA,0000135095,0.5,1.0,,,SIN VENTA,202404
352,369,NCRUIZ,,352-003-0034976,ACEPTADA,0000132397,1.0,1.0,1.0,12.01,VENTA TOTAL,202404
352,369,AJIMENEZR,BRESPINOZA,352-001-0035082,ANULADA,0000124849,0.1,2.0,,,ANULADA,202404
352,369,EAJARAMILL,MGVASQUEZ,352-002-0035128,ACEPTADA,0000123998,1.0,30.0,1.0,26.64,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035051,ACEPTADA,0000137958,0.3333333333333333,5.0,1.3333333333333333,24.9,VENTA TOTAL,202404
352,369,NCRUIZ,BRESPINOZA,352-003-0034959,ACEPTADA,0000109173,1.0,1.0,3.0,22.08,VENTA TOTAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035316,ACEPTADA,0000111519,0.3333333333333333,5.0,1.3333333333333333,54.0,VENTA TOTAL,202404
352,369,EAJARAMILL,MGVASQUEZ,352-002-0035112,ACEPTADA,0000126342,1.0,7.0,1.0,8.176,VENTA TOTAL,202404
352,369,EAJARAMILL,,352-002-0035297,ACEPTADA,0000137818,1.0,5.0,1.0,35.1075,VENTA TOTAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0034949,ACEPTADA,0000126338,1.0,1.0,1.0,19.57,VENTA TOTAL,202404
352,369,AJIMENEZR,MLCHAMBA,352-001-0035166,ACEPTADA,0000138317,1.0,28.0,3.2857142857142856,134.3223,VENTA TOTAL,202404
352,369,EAJARAMILL,MGVASQUEZ,352-002-0035236,ACEPTADA,0000136383,1.0,30.0,1.0,18.48,VENTA TOTAL,202404
352,369,AJIMENEZR,BRESPINOZA,352-001-0035104,ACEPTADA,0000141954,1.0,1.0,1.0,7.6,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035023,ACEPTADA,0000140669,0.1,12.0,0.1,14.4,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035054,ACEPTADA,0000140669,0.25,30.0,0.25,38.88,VENTA TOTAL,202404
352,369,AJIMENEZR,PJCARRION,352-001-0035282,ACEPTADA,0000133807,1.0,1.0,1.0,34.7812,VENTA TOTAL,202404
352,369,EAJARAMILL,MGVASQUEZ,352-002-0035164,ACEPTADA,14633,0.5,10.0,0.5,8.791,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035020,ACEPTADA,0000104604,1.0,1.0,1.0,7.1653,VENTA TOTAL,202404
352,369,EAJARAMILL,MLCHAMBA,352-002-0035205,ACEPTADA,13580,1.0,1.0,2.0,11.28,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035336,ACEPTADA,0000140979,1.0,1.0,1.0,16.8036,VENTA TOTAL,202404
352,369,AJIMENEZR,MLCHAMBA,352-001-0035281,ACEPTADA,0000139204,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035211,ACEPTADA,0000129276,2.0,20.0,2.0,11.2,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035286,ACEPTADA,0000109125,0.26666666666666666,8.0,0.26666666666666666,9.6,VENTA TOTAL,202404
352,369,NCRUIZ,,352-003-0034976,ACEPTADA,0000114056,1.0,1.0,1.0,6.324,VENTA TOTAL,202404
352,369,EAJARAMILL,MGVASQUEZ,352-002-0035128,ACEPTADA,00078,0.3,9.0,1.0,7.5,VENTA TOTAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035046,ACEPTADA,05664,2.0,100.0,3.0,6.48,VENTA TOTAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035211,ACEPTADA,0000129174,3.0,3.0,7.0,66.591,VENTA TOTAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035285,ACEPTADA,0000121590,2.0,2.0,3.0,45.0024,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035251,ACEPTADA,0000122959,1.0,14.0,1.0,15.0276,VENTA TOTAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035209,ANULADA,0000129276,2.0,20.0,,,ANULADA,202404
352,369,AJIMENEZR,MLCHAMBA,352-001-0035097,ACEPTADA,0000135700,0.06666666666666667,2.0,,,SIN VENTA,202404
352,369,NCRUIZ,MGVASQUEZ,352-003-0034988,ACEPTADA,0000131350,1.0,1.0,1.0,17.955,VENTA TOTAL,202404
352,369,EAJARAMILL,MGVASQUEZ,352-002-0035129,ACEPTADA,0000123237,1.0,30.0,1.0,9.84,VENTA TOTAL,202404
352,369,EAJARAMILL,,352-002-0035304,ACEPTADA,0000128910,1.0,1.0,2.0,199.994,VENTA TOTAL,202404
352,369,AJIMENEZR,PJCARRION,352-001-0035275,ACEPTADA,0000133805,1.0,1.0,1.0,46.294,VENTA TOTAL,202404
352,369,NCRUIZ,BRESPINOZA,352-003-0035139,ACEPTADA,0000129650,2.0,2.0,,,SIN VENTA,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0034907,ANULADA,13480,1.0,20.0,,,ANULADA,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035011,ACEPTADA,0000118008,2.0,20.0,4.0,24.57,VENTA TOTAL,202404
352,369,NCRUIZ,,352-003-0034976,ACEPTADA,0000103623,1.0,1.0,1.0,5.005,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035051,ACEPTADA,0000127045,1.0,3.0,0.3333333333333333,3.2702,VENTA PARCIAL,202404
352,369,EAJARAMILL,BRESPINOZA,352-002-0035175,ACEPTADA,0000119799,1.0,1.0,,,SIN VENTA,202404
352,369,NCRUIZ,PJCARRION,352-003-0035087,ACEPTADA,0000104112,0.6666666666666666,10.0,0.6666666666666666,7.835,VENTA TOTAL,202404
352,369,AJIMENEZR,,352-001-0035251,ACEPTADA,0000142463,1.0,1.0,0.0,0.0,SIN VENTA,202404
1788,369,JDSAMANIEG,MGVASQUEZ,1788-002-0003648,ACEPTADA,0000120032,0.07142857142857142,2.0,1.0714285714285714,38.25,VENTA TOTAL,202404
1788,369,JDSAMANIEG,,1788-002-0003649,ACEPTADA,0000135914,1.0,1.0,2.0,65.5824,VENTA TOTAL,202404
1788,369,CAMOROCHOP,,1788-001-0003644,ACEPTADA,0000134496,1.5,30.0,1.5,5.4,VENTA TOTAL,202404
1788,369,MXSARANGO,MLCHAMBA,1788-002-0003673,ACEPTADA,0000140004,1.0,1.0,1.0,12.3504,VENTA TOTAL,202404
1788,369,CAMOROCHOP,,1788-001-0003610,ACEPTADA,13480,1.0,20.0,2.25,27.0,VENTA TOTAL,202404
2122,369,MJMEDINAR,,2122-500-0002408,ACEPTADA,0000131136,2.0,60.0,3.0,72.0,VENTA TOTAL,202404
2122,369,BSCALLE,,2122-502-0002387,ACEPTADA,0000122745,1.0,1.0,1.0,21.2429,VENTA TOTAL,202404
2122,369,BSCALLE,,2122-502-0002386,ACEPTADA,0000142438,1.0,1.0,1.0,3.2398,VENTA TOTAL,202404
2122,369,BSCALLE,,2122-502-0002485,ACEPTADA,0000131350,1.0,1.0,1.0,19.8788,VENTA TOTAL,202404
2122,369,BSCALLE,,2122-502-0002273,ACEPTADA,0000142959,1.0,1.0,1.0,28.5714,VENTA TOTAL,202404
2122,369,JFCUMBICUS,MLCHAMBA,2122-502-0002500,ACEPTADA,0000116030,1.0,30.0,1.0,3.735,VENTA TOTAL,202404
2122,369,MJMEDINAR,MGVASQUEZ,2122-500-0002407,ACEPTADA,0000118344,3.0,15.0,4.0,58.0,VENTA TOTAL,202404
2122,369,JFCUMBICUS,MLCHAMBA,2122-501-0002275,ACEPTADA,0000115502,1.0,1.0,1.0,24.54,VENTA TOTAL,202404
2122,369,BSCALLE,MGVASQUEZ,2122-502-0002272,ANULADA,0000142959,1.0,1.0,,,ANULADA,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002312,ACEPTADA,0000121151,1.0,1.0,1.0,48.0024,VENTA TOTAL,202404
2122,369,JFCUMBICUS,MGVASQUEZ,2122-502-0002499,ANULADA,0000116030,1.0,30.0,,,ANULADA,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002501,ACEPTADA,0000121217,1.0,1.0,1.0,18.81,VENTA TOTAL,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002436,ACEPTADA,0000124299,1.0,1.0,,,SIN VENTA,202404
2122,369,MJMEDINAR,,2122-500-0002342,ACEPTADA,0000117040,1.0,1.0,1.0,3.664,VENTA TOTAL,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002474,ACEPTADA,0000130971,1.0,1.0,1.0,40.1116,VENTA TOTAL,202404
2122,369,BSCALLE,BRESPINOZA,2122-500-0002478,ACEPTADA,0000139192,1.0,30.0,1.0,31.11,VENTA TOTAL,202404
2122,369,BSCALLE,,2122-502-0002255,ACEPTADA,0000128213,1.0,1.0,1.0,28.8,VENTA TOTAL,202404
2122,369,BSCALLE,MLCHAMBA,2122-502-0002252,ACEPTADA,0000143421,1.0,1.0,2.0,24.5046,VENTA TOTAL,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002436,ACEPTADA,0000127220,1.0,1.0,,,SIN VENTA,202404
2122,369,MJMEDINAR,PJCARRION,2122-500-0002453,ACEPTADA,0000105158,1.0,15.0,1.0,25.281,VENTA TOTAL,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002409,ACEPTADA,0000127220,3.0,3.0,,,SIN VENTA,202404
2122,369,JFCUMBICUS,MLCHAMBA,2122-502-0002498,ACEPTADA,0000132400,2.0,28.0,2.0,30.24,VENTA TOTAL,202404
2122,369,MJMEDINAR,MGVASQUEZ,2122-500-0002431,ANULADA,0000127220,1.0,1.0,,,ANULADA,202404
2122,369,MJMEDINAR,MGVASQUEZ,2122-500-0002448,ACEPTADA,0000142419,1.0,30.0,1.0,24.549,VENTA TOTAL,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002344,ACEPTADA,0000133004,1.0,1.0,2.0,24.32,VENTA TOTAL,202404
2122,369,BSCALLE,,2122-500-0002479,ACEPTADA,0000105279,0.2,4.0,0.2,2.4125,VENTA TOTAL,202404
2122,369,JFCUMBICUS,MGVASQUEZ,2122-501-0002269,ACEPTADA,0000109536,2.0,56.0,2.0,41.4904,VENTA TOTAL,202404
2122,369,MJMEDINAR,PJCARRION,2122-500-0002402,ACEPTADA,0000141857,1.0,10.0,1.0,4.75,VENTA TOTAL,202404
2122,369,BSCALLE,ACVASQUEZ,2122-502-0002290,ACEPTADA,0000118008,3.0,30.0,4.0,26.208,VENTA TOTAL,202404
2122,369,MJMEDINAR,MGVASQUEZ,2122-500-0002448,ACEPTADA,04740,1.0,20.0,1.0,9.994,VENTA TOTAL,202404
2122,369,MJMEDINAR,MLCHAMBA,2122-500-0002344,ACEPTADA,09845,1.0,1.0,1.0,6.4818,VENTA TOTAL,202404
1907,369,NYMALDONA,MGVASQUEZ,1907-500-0002729,ACEPTADA,0000103102,1.2,12.0,1.4,13.62,VENTA TOTAL,202404
1907,369,NYMALDONA,MGVASQUEZ,1907-500-0002734,ACEPTADA,0000141291,1.0,20.0,1.0,13.9473,VENTA TOTAL,202404
1907,369,NYMALDONA,MGVASQUEZ,1907-500-0002729,ACEPTADA,0000125121,1.0,1.0,1.0,30.72,VENTA TOTAL,202404
1907,369,NYMALDONA,MLCHAMBA,1907-500-0002732,ACEPTADA,0000140767,1.0,30.0,1.0,17.082,VENTA TOTAL,202404
1907,369,MFPINOS,,1907-501-0002719,ACEPTADA,0000128213,1.0,1.0,1.0,28.8,VENTA TOTAL,202404
1907,369,NYMALDONA,MLCHAMBA,1907-500-0002733,ACEPTADA,0000120655,1.0,1.0,1.0,11.1559,VENTA TOTAL,202404
1907,369,MFPINOS,,1907-501-0002728,ACEPTADA,0000116724,1.0,1.0,1.0,4.664,VENTA TOTAL,202404
1907,369,MFPINOS,,1907-501-0002722,ACEPTADA,0000131765,1.0,30.0,1.0,70.0484,VENTA TOTAL,202404
316,369,BAANGAMAR,ACVASQUEZ,316-001-0004934,ACEPTADA,20994,2.0,40.0,3.0,14.8,VENTA TOTAL,202404
316,369,BAANGAMAR,ACVASQUEZ,316-001-0004934,ACEPTADA,0000130827,1.0,30.0,1.0,36.0,VENTA TOTAL,202404
316,369,DKRIVAS,BRESPINOZA,316-002-0004974,ACEPTADA,0000142571,1.0,30.0,,,SIN VENTA,202404
1985,369,JDSAMANIEG,MLCHAMBA,1985-501-0002234,ACEPTADA,0000132991,1.0,1.0,,,SIN VENTA,202404
1985,369,FNFERNANDE,MGVASQUEZ,1985-500-0002292,ACEPTADA,0000142943,1.0,1.0,1.0,12.72,VENTA TOTAL,202404
1985,369,JDSAMANIEG,MLCHAMBA,1985-501-0002234,ACEPTADA,0000133048,1.0,1.0,,,SIN VENTA,202404
1985,369,FNFERNANDE,MLCHAMBA,1985-500-0002282,ANULADA,0000142943,1.0,1.0,,,ANULADA,202404
1985,369,FNFERNANDE,MGVASQUEZ,1985-500-0002214,ACEPTADA,02225,3.4,102.0,4.0,20.412,VENTA TOTAL,202404
1985,369,FNFERNANDE,,1985-500-0002209,ACEPTADA,0000142407,1.0,30.0,1.0,34.5668,VENTA TOTAL,202404
1985,369,FNFERNANDE,MLCHAMBA,1985-500-0002273,ACEPTADA,0000118934,1.0,20.0,,,SIN VENTA,202404
1985,369,JDSAMANIEG,PJCARRION,1985-501-0002185,ACEPTADA,0000121587,1.0,1.0,1.0,6.75,VENTA TOTAL,202404
1985,369,FNFERNANDE,,1985-500-0002193,ACEPTADA,05664,0.6,30.0,0.6,1.296,VENTA TOTAL,202404
1985,369,FNFERNANDE,MGVASQUEZ,1985-500-0002246,ACEPTADA,0000137345,1.0,60.0,1.0,20.008,VENTA TOTAL,202404
1985,369,FNFERNANDE,MGVASQUEZ,1985-500-0002214,ACEPTADA,08604,2.0,8.0,1.5,0.78,VENTA PARCIAL,202404
1985,369,JDSAMANIEG,MLCHAMBA,1985-501-0002234,ACEPTADA,0000139548,1.0,1.0,,,SIN VENTA,202404
1985,369,JDSAMANIEG,MGVASQUEZ,1985-501-0002231,ANULADA,0000138071,2.0,2.0,,,ANULADA,202404
1985,369,JDSAMANIEG,MGVASQUEZ,1985-501-0002290,ACEPTADA,0000132114,1.0,1.0,3.0,37.6156,VENTA TOTAL,202404
1985,369,JDSAMANIEG,MLCHAMBA,1985-501-0002234,ACEPTADA,0000138071,2.0,2.0,,,SIN VENTA,202404
1985,369,JDSAMANIEG,MGVASQUEZ,1985-501-0002231,ANULADA,0000133048,1.0,1.0,,,ANULADA,202404
1985,369,JDSAMANIEG,MGVASQUEZ,1985-501-0002231,ANULADA,0000139548,1.0,1.0,,,ANULADA,202404
1985,369,JDSAMANIEG,PJCARRION,1985-501-0002185,ACEPTADA,0000123967,1.0,1.0,1.0,12.5662,VENTA TOTAL,202404
1985,369,FNFERNANDE,MGVASQUEZ,1985-500-0002286,ACEPTADA,0000139498,1.0,1.0,1.0,33.6,VENTA TOTAL,202404
1985,369,JDSAMANIEG,MGVASQUEZ,1985-501-0002241,ANULADA,17492,5.0,5.0,,,ANULADA,202404
1985,369,JDSAMANIEG,MLCHAMBA,1985-501-0002234,ACEPTADA,0000143188,1.0,1.0,,,SIN VENTA,202404
1985,369,JDSAMANIEG,MGVASQUEZ,1985-501-0002231,ANULADA,0000132991,1.0,1.0,,,ANULADA,202404
1985,369,FNFERNANDE,MGVASQUEZ,1985-500-0002214,ACEPTADA,0000111026,1.0,20.0,1.0,12.8604,VENTA TOTAL,202404
1985,369,KOORTIZ,MGVASQUEZ,1985-501-0002261,ACEPTADA,0000139427,0.7142857142857143,5.0,0.7142857142857143,11.008,VENTA TOTAL,202404
1985,369,FNFERNANDE,MLCHAMBA,1985-500-0002272,ACEPTADA,0000141462,1.0,1.0,,,SIN VENTA,202404
1985,369,JDSAMANIEG,MGVASQUEZ,1985-501-0002293,ACEPTADA,0000120835,1.0,1.0,1.0,7.5075,VENTA TOTAL,202404
2128,369,JACABRERAM,PJCARRION,2128-500-0000680,ACEPTADA,0000109568,3.0,3.0,,,SIN VENTA,202404
2128,369,JACABRERAM,PJCARRION,2128-501-0000728,ACEPTADA,05418,1.0,10.0,3.0,27.216,VENTA TOTAL,202404
2128,369,JACABRERAM,,2128-501-0000722,ACEPTADA,0000110869,1.0,1.0,1.0,18.9,VENTA TOTAL,202404
2128,369,JACABRERAM,,2128-501-0000722,ACEPTADA,0000119900,1.65,33.0,2.0,46.704,VENTA TOTAL,202404
2128,369,JACABRERAM,PJCARRION,2128-500-0000712,ACEPTADA,0000129889,1.0,1.0,1.0,13.8,VENTA TOTAL,202404
2128,369,JACABRERAM,MLCHAMBA,2128-501-0000729,ACEPTADA,07459,0.7,7.0,1.4,16.2,VENTA TOTAL,202404
1712,369,EBCUEVA,PJCARRION,1712-002-0003460,ACEPTADA,0000128996,4.0,120.0,4.0,64.26,VENTA TOTAL,202404
1712,369,MSJIMENEZ,MLCHAMBA,1712-001-0003448,ACEPTADA,0000000003,1.0,30.0,,,SIN VENTA,202404
1712,369,EBCUEVA,ACVASQUEZ,1712-002-0003439,ACEPTADA,0000116289,1.0,20.0,1.0,18.72,VENTA TOTAL,202404
1712,369,CYRUEDA,MLCHAMBA,1712-002-0003431,ACEPTADA,0000139642,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
1712,369,EBCUEVA,ACVASQUEZ,1712-002-0003439,ACEPTADA,0000000003,1.0,30.0,1.0,12.48,VENTA TOTAL,202404
1712,369,MSJIMENEZ,MLCHAMBA,1712-001-0003448,ACEPTADA,0000116289,1.0,20.0,,,SIN VENTA,202404
1712,369,CYRUEDA,MLCHAMBA,1712-002-0003437,ACEPTADA,0000143421,1.0,1.0,3.0,38.55,VENTA TOTAL,202404
1712,369,MSJIMENEZ,MGVASQUEZ,1712-001-0003436,ACEPTADA,0000129990,1.0,10.0,,,SIN VENTA,202404
1712,369,EBCUEVA,,1712-002-0003456,ACEPTADA,0000133516,0.5,10.0,4.0,65.92,VENTA TOTAL,202404
1712,369,MSJIMENEZ,MLCHAMBA,1712-001-0003444,ACEPTADA,10766,0.25,5.0,,,SIN VENTA,202404
1945,369,KAJIMENEZ,MGVASQUEZ,1945-500-0001530,ACEPTADA,14527,1.0,20.0,,,SIN VENTA,202404
1945,369,KAJIMENEZ,PJCARRION,1945-500-0001536,ACEPTADA,0000136739,1.0,1.0,,,SIN VENTA,202404
1945,369,KAJIMENEZ,PJCARRION,1945-500-0001545,ACEPTADA,15514,1.0,30.0,2.0,16.32,VENTA TOTAL,202404
1945,369,KAJIMENEZ,PJCARRION,1945-500-0001536,ACEPTADA,0000124299,1.0,1.0,,,SIN VENTA,202404
1945,369,KAJIMENEZ,PJCARRION,1945-500-0001535,ACEPTADA,0000129810,2.0,2.0,,,SIN VENTA,202404
1945,369,KAJIMENEZ,,1945-500-0001543,ACEPTADA,0000134166,1.0,1.0,0.0,0.0,SIN VENTA,202404
1945,369,KAJIMENEZ,,1945-500-0001533,ACEPTADA,0000142093,1.0,30.0,1.0,34.6632,VENTA TOTAL,202404
1945,369,KAJIMENEZ,PJCARRION,1945-500-0001524,ACEPTADA,0000142189,1.0,1.0,2.0,22.962,VENTA TOTAL,202404
1945,369,KAJIMENEZ,ACVASQUEZ,1945-500-0001534,ACEPTADA,0000111141,1.0,1.0,,,SIN VENTA,202404
1945,369,KAJIMENEZ,ACVASQUEZ,1945-500-0001534,ACEPTADA,0000108677,1.0,1.0,,,SIN VENTA,202404
470,369,MPROJASCH,BRESPINOZA,470-001-0012049,ACEPTADA,0000118008,2.0,20.0,3.0,26.208,VENTA TOTAL,202404
470,369,MPROJASCH,,470-001-0012181,ACEPTADA,0000128038,1.0,1.0,2.0,7.1728,VENTA TOTAL,202404
470,369,TFCELI,MLCHAMBA,470-002-0012030,ACEPTADA,0000136568,2.0,10.0,,,SIN VENTA,202404
470,369,MPROJASCH,BRESPINOZA,470-002-0012134,ACEPTADA,0000140713,0.2,6.0,,,SIN VENTA,202404
470,369,MPROJASCH,BRESPINOZA,470-002-0012137,ACEPTADA,0000119799,1.0,1.0,1.0,65.1,VENTA TOTAL,202404
470,369,MPROJASCH,MLCHAMBA,470-001-0012174,ACEPTADA,0000136246,0.6666666666666666,20.0,,,SIN VENTA,202404
470,369,MPROJASCH,,470-001-0012051,ACEPTADA,0000143128,1.0,1.0,1.0,8.69,VENTA TOTAL,202404
470,369,TFCELI,,470-002-0012120,ACEPTADA,0000141329,1.0,1.0,1.0,38.925,VENTA TOTAL,202404
470,369,TFCELI,,470-002-0012186,ACEPTADA,18627,1.0,16.0,1.0,15.8,VENTA TOTAL,202404
470,369,TFCELI,ACVASQUEZ,470-002-0012091,ACEPTADA,0000131633,1.0,30.0,1.0,25.83,VENTA TOTAL,202404
470,369,MPROJASCH,MGVASQUEZ,470-001-0012082,ACEPTADA,05154,0.15,3.0,,,SIN VENTA,202404
470,369,TFCELI,,470-002-0012101,ACEPTADA,11520,0.35,7.0,0.75,8.2543,VENTA TOTAL,202404
470,369,MPROJASCH,ACVASQUEZ,470-001-0012039,ACEPTADA,05935,1.3333333333333333,40.0,,,SIN VENTA,202404
470,369,TFCELI,ACVASQUEZ,470-002-0012090,ACEPTADA,0000140354,1.0,1.0,,,SIN VENTA,202404
470,369,MPROJASCH,MLCHAMBA,470-001-0012178,ACEPTADA,0000136246,0.03333333333333333,1.0,,,SIN VENTA,202404
470,369,MPROJASCH,MGVASQUEZ,470-001-0012064,ACEPTADA,0000142199,5.0,5.0,5.0,178.5,VENTA TOTAL,202404
470,369,MPROJASCH,,470-001-0012094,ACEPTADA,12767,1.0,1.0,1.0,11.1085,VENTA TOTAL,202404
470,369,MPROJASCH,,470-001-0012040,ACEPTADA,0000126394,1.0,20.0,1.0,9.6,VENTA TOTAL,202404
470,369,TFCELI,,470-002-0012044,ACEPTADA,0000134156,1.0,30.0,0.3333333333333333,17.166,VENTA PARCIAL,202404
470,369,TFCELI,MGVASQUEZ,470-002-0012033,ACEPTADA,14527,1.0,20.0,2.4,20.16,VENTA TOTAL,202404
470,369,TFCELI,MLCHAMBA,470-002-0012099,ACEPTADA,09271,1.0,1.0,,,SIN VENTA,202404
470,369,TFCELI,MLCHAMBA,470-002-0012030,ACEPTADA,0000132247,1.0,1.0,,,SIN VENTA,202404
470,369,TFCELI,,470-002-0012042,ACEPTADA,02308,0.3,15.0,1.0,2.85,VENTA TOTAL,202404
